100	75	63	99	66	97	97	99	99	98	99	99	99	99	99	99	99	99	99	99	91	99	99	99	99	99	94	90	99	99	98	99	99	99	99	98	99	79	99	99	99	99	99	99	96	99	65	88	98	31	50	42	99	88	88	99	99	93	98	99	79	99	89	14	76	83	93	59	64	87	42	82	99	97	88	
67	100	35	67	44	61	60	67	67	67	67	67	67	67	67	67	67	67	67	67	56	67	67	67	67	66	60	60	67	67	67	67	67	67	67	67	67	55	67	67	67	67	67	67	67	67	44	55	67	31	35	28	67	62	55	67	67	65	64	67	51	67	59	8	54	57	65	44	42	61	34	60	67	65	61	
35	29	100	35	26	32	30	35	35	35	35	35	35	35	35	35	35	35	35	35	31	35	35	35	34	35	32	33	35	35	35	35	35	35	35	34	35	27	35	35	35	35	35	35	34	35	17	29	34	16	18	15	35	33	27	35	35	35	35	35	25	35	30	7	23	38	33	22	29	31	18	28	35	35	35	
97	80	65	100	62	89	87	97	97	97	97	97	97	97	97	97	97	97	97	97	83	97	97	97	97	97	91	89	97	97	96	97	97	96	97	95	97	77	97	97	97	97	97	97	95	97	61	80	96	41	42	43	97	93	81	97	97	88	97	97	76	97	84	10	72	83	93	69	55	81	33	80	97	96	86	
36	30	22	36	100	30	32	36	36	36	36	36	36	36	36	36	36	36	36	36	29	36	36	36	36	36	35	33	36	36	36	36	36	36	36	36	36	28	36	36	36	36	36	36	35	36	28	35	37	15	17	15	36	35	33	36	36	34	35	36	24	36	32	4	27	34	36	22	30	32	18	31	36	35	35	
86	78	52	85	66	100	83	84	85	85	85	85	85	85	85	85	85	85	85	85	74	85	85	85	85	85	84	76	85	85	85	85	85	85	85	85	85	72	85	85	85	85	84	85	82	85	62	72	83	38	53	30	85	83	74	85	85	80	85	85	64	85	76	14	62	72	84	48	61	76	32	68	85	83	82	
85	73	53	85	57	79	100	85	85	85	85	85	85	85	85	85	85	85	85	85	73	85	85	85	85	85	81	75	85	85	85	85	85	85	85	85	85	66	85	85	85	85	85	85	84	85	53	68	84	35	53	31	85	78	74	85	85	84	84	85	64	85	73	17	61	73	83	57	48	77	38	72	84	84	76	
98	87	66	98	64	92	93	100	98	98	98	98	98	98	98	98	98	98	98	98	88	98	98	98	98	98	94	89	98	98	98	98	98	98	98	97	98	79	98	98	98	98	98	98	93	98	59	90	97	42	57	40	98	95	88	98	98	93	97	98	69	98	89	24	72	87	98	60	54	90	36	86	95	98	86	
99	91	57	99	62	95	96	99	100	99	99	99	99	99	99	99	99	99	99	99	76	99	99	99	99	99	97	92	99	99	99	99	99	99	99	98	99	76	99	99	99	99	99	99	99	99	56	83	95	37	53	34	99	94	88	99	99	96	99	99	80	99	86	10	64	88	94	57	67	87	46	80	97	98	91	
95	88	55	95	67	92	92	95	95	100	95	95	95	95	95	95	95	95	95	95	84	95	95	95	95	95	93	87	95	95	95	95	95	95	95	95	95	76	95	95	95	95	95	95	90	95	58	87	95	33	62	40	95	92	83	95	95	91	94	95	63	95	87	10	65	85	91	58	67	85	43	76	94	95	92	
100	86	64	100	66	96	90	100	100	100	100	100	100	100	100	100	100	100	100	100	93	100	100	100	99	99	98	92	100	100	100	100	100	100	100	100	100	70	100	100	100	100	100	100	95	100	55	92	99	36	47	39	100	95	90	100	100	95	100	100	75	100	93	11	59	88	96	64	67	95	39	84	99	97	92	
99	91	59	99	60	94	89	99	99	99	99	100	99	99	99	99	99	99	99	99	86	99	99	99	99	99	93	91	99	99	99	99	99	99	99	98	99	83	99	99	99	99	99	99	96	99	65	82	99	36	49	39	99	92	81	99	99	94	99	99	77	99	87	16	68	91	97	49	63	87	39	85	99	98	92	
100	84	69	100	64	96	95	100	100	100	100	100	100	100	100	100	100	100	100	100	80	100	100	100	100	100	98	88	100	100	100	100	100	100	99	99	100	80	100	100	100	100	100	100	95	100	65	79	100	41	59	50	100	92	84	100	100	97	100	100	81	100	93	10	79	90	96	59	68	91	40	86	99	99	89	
100	82	62	100	63	93	91	100	100	100	100	100	100	100	100	100	100	100	100	100	85	100	100	100	100	100	97	85	100	100	100	100	100	100	100	99	100	76	100	100	100	100	100	100	95	100	68	80	100	34	51	36	100	93	91	100	100	89	99	100	69	100	88	19	73	92	96	44	70	82	42	83	100	99	87	
100	88	66	100	70	90	90	100	100	100	100	100	100	100	100	100	100	100	100	100	89	99	100	100	100	100	92	94	100	100	100	100	100	100	100	99	100	87	100	100	100	100	100	100	99	100	60	86	98	52	59	35	100	95	89	100	100	95	100	100	76	100	95	15	67	88	92	53	69	90	46	89	100	98	95	
100	86	63	100	65	92	95	100	100	100	100	100	100	100	100	100	100	100	100	100	88	100	100	100	100	100	97	90	100	100	100	100	100	100	100	100	100	81	100	100	100	100	100	100	97	100	66	84	100	47	57	45	100	96	88	100	100	96	100	100	80	100	92	14	68	91	100	65	67	85	47	83	98	98	89	
